"year","BB","HBP","SO","X1B","X2B","X3B","HR","Outs","total_pas","ba","obp","slg","ops","woba","batter"
2020,28,0,42,29,10,0,12,162,241,0.239,0.328,0.455,0.783,0.337,641355
2020,3,1,15,2,0,1,2,47,56,0.096,0.161,0.25,0.411,0.18,452254
2020,22,2,36,47,15,4,12,157,259,0.332,0.394,0.583,0.977,0.413,607208
2020,14,2,31,24,10,1,10,108,169,0.294,0.361,0.569,0.93,0.391,543105
2020,23,2,39,38,9,1,16,157,246,0.29,0.362,0.557,0.919,0.388,605141
2020,39,4,60,23,4,0,12,166,248,0.19,0.331,0.385,0.716,0.319,571970
2020,8,1,19,16,1,0,1,67,94,0.212,0.287,0.259,0.546,0.252,467055
2020,27,2,55,30,10,2,8,136,215,0.269,0.367,0.473,0.84,0.363,621035
2020,10,2,40,43,15,1,3,130,204,0.323,0.363,0.458,0.821,0.355,456781
2020,18,2,66,21,6,1,9,136,193,0.214,0.295,0.416,0.711,0.308,641857
2020,5,0,22,23,3,0,3,96,130,0.232,0.262,0.328,0.59,0.257,502517
2020,14,11,85,29,4,0,13,173,244,0.21,0.291,0.406,0.697,0.304,669374
2020,12,0,20,29,9,0,8,140,198,0.247,0.293,0.425,0.718,0.308,571448
2020,44,1,76,21,7,1,12,159,245,0.205,0.351,0.43,0.781,0.343,592885
2020,9,2,28,26,6,0,9,104,156,0.283,0.333,0.51,0.843,0.359,543333
2020,15,2,45,48,12,1,6,160,244,0.295,0.344,0.436,0.78,0.339,453568
2020,22,6,48,16,6,0,4,114,168,0.186,0.321,0.314,0.635,0.293,572761
2020,9,0,27,10,4,0,2,72,97,0.182,0.258,0.295,0.553,0.248,500874
2020,19,3,37,26,4,0,4,129,185,0.209,0.303,0.307,0.61,0.277,460086
2020,16,4,28,37,6,0,7,133,203,0.273,0.345,0.421,0.766,0.335,595777
2020,23,0,64,40,13,4,11,168,259,0.288,0.351,0.517,0.868,0.369,596115
2020,11,1,20,18,5,0,1,92,128,0.207,0.281,0.276,0.557,0.254,519299
2020,25,1,50,17,5,1,8,127,184,0.196,0.31,0.392,0.702,0.309,660294
2020,7,1,47,9,4,0,10,117,148,0.164,0.209,0.407,0.616,0.259,596059
2020,3,2,36,27,12,0,11,101,156,0.331,0.353,0.629,0.982,0.41,521692
2020,4,1,28,13,2,2,0,77,99,0.181,0.222,0.245,0.467,0.208,621311
2020,14,1,32,29,10,1,5,129,189,0.259,0.317,0.414,0.731,0.317,606115
2020,17,1,50,29,6,0,3,118,174,0.244,0.322,0.34,0.662,0.296,657557
2020,23,1,51,37,4,0,10,155,230,0.248,0.326,0.413,0.739,0.323,408234
2020,4,0,11,11,0,0,0,51,66,0.177,0.227,0.177,0.404,0.19,502481
2020,2,0,2,5,1,0,0,12,20,0.333,0.4,0.389,0.789,0.353,456715
2020,8,4,40,31,4,2,8,120,177,0.273,0.322,0.467,0.789,0.338,570731
2020,14,2,37,6,5,0,8,104,139,0.154,0.252,0.39,0.642,0.277,592669
2020,4,0,17,3,3,0,0,46,56,0.115,0.179,0.173,0.352,0.164,448801
2020,6,1,30,19,4,0,0,79,109,0.225,0.275,0.265,0.54,0.245,547172
2020,16,0,40,21,7,0,3,97,144,0.242,0.326,0.367,0.693,0.308,607732
2020,17,4,36,15,9,0,8,109,162,0.227,0.327,0.461,0.788,0.34,519058
2020,19,3,62,18,8,0,8,118,174,0.224,0.322,0.434,0.756,0.328,624585
2020,39,1,44,39,13,0,6,135,233,0.301,0.421,0.461,0.882,0.388,502671
2020,21,1,45,37,5,2,7,142,215,0.264,0.34,0.42,0.76,0.331,516416
2020,3,0,9,5,0,0,2,26,36,0.212,0.278,0.394,0.672,0.291,628338
2020,28,4,79,17,8,0,10,158,225,0.181,0.298,0.378,0.676,0.299,608336
2020,14,4,28,39,10,2,10,157,236,0.28,0.335,0.482,0.817,0.349,544369
2020,15,1,27,18,2,0,3,86,125,0.211,0.312,0.312,0.624,0.284,502054
2020,16,2,39,13,4,0,2,89,126,0.176,0.294,0.269,0.563,0.262,553882
2020,9,0,42,12,2,2,6,83,114,0.21,0.272,0.438,0.71,0.301,656541
2020,17,3,64,28,10,0,12,146,216,0.255,0.324,0.49,0.814,0.347,600524
2020,13,4,40,17,5,1,4,104,148,0.206,0.297,0.351,0.648,0.288,592178
2020,18,4,69,22,11,2,14,170,241,0.224,0.295,0.484,0.779,0.329,592206
2020,12,1,70,36,11,3,6,165,234,0.253,0.295,0.412,0.707,0.304,609275
2020,4,4,17,33,17,0,3,90,151,0.371,0.404,0.552,0.956,0.409,578428
2020,16,5,48,38,7,1,5,155,227,0.248,0.317,0.364,0.681,0.302,669242
2020,23,1,17,30,3,0,2,79,138,0.307,0.428,0.386,0.814,0.369,650490
2020,30,2,63,27,11,1,12,148,231,0.256,0.359,0.503,0.862,0.369,664023
2020,16,1,54,15,9,1,6,115,163,0.212,0.294,0.411,0.705,0.305,571718
2020,11,9,41,43,14,1,6,165,249,0.279,0.337,0.428,0.765,0.333,516782
2020,7,0,24,3,4,0,1,48,63,0.143,0.238,0.268,0.506,0.23,542454
2020,8,0,15,12,5,0,3,83,111,0.194,0.252,0.33,0.582,0.255,462101
2020,4,0,16,9,3,0,4,62,82,0.205,0.244,0.397,0.641,0.273,591741
2020,17,2,24,10,2,0,6,64,101,0.22,0.366,0.463,0.829,0.362,518626
2020,14,2,40,48,8,2,1,131,206,0.311,0.364,0.389,0.753,0.333,606132
2020,14,0,36,37,5,1,7,145,209,0.256,0.306,0.4,0.706,0.306,572816
2020,6,3,37,3,4,0,4,64,84,0.147,0.238,0.36,0.598,0.261,572287
2020,41,3,62,31,16,0,8,166,265,0.249,0.374,0.43,0.804,0.354,624415
2020,23,0,37,39,12,1,16,160,251,0.298,0.363,0.57,0.933,0.393,592518
2020,16,6,48,29,6,0,11,127,195,0.266,0.349,0.491,0.84,0.361,592663
2020,18,0,69,16,7,1,5,132,179,0.18,0.263,0.329,0.592,0.262,592348
2020,20,4,30,41,4,2,1,136,208,0.261,0.346,0.321,0.667,0.304,543939
2020,29,2,67,17,8,0,15,159,230,0.201,0.309,0.467,0.776,0.332,553993
2020,7,2,25,15,13,1,11,113,162,0.261,0.302,0.575,0.877,0.364,623993
2020,27,5,61,32,11,2,17,163,257,0.276,0.366,0.569,0.935,0.394,665487
2020,12,4,33,49,12,0,9,179,265,0.281,0.325,0.438,0.763,0.329,593160
2020,31,3,65,33,8,3,10,164,252,0.248,0.349,0.45,0.799,0.347,663757
2020,19,6,49,31,10,0,2,138,206,0.238,0.33,0.326,0.656,0.298,541645
2020,19,2,52,24,10,0,10,135,200,0.246,0.325,0.469,0.794,0.34,592567
2020,13,0,45,45,10,1,5,144,218,0.298,0.339,0.429,0.768,0.333,444482
2020,41,2,43,27,9,2,13,142,236,0.264,0.398,0.534,0.932,0.398,547180
2020,23,1,40,34,10,0,8,140,216,0.271,0.352,0.448,0.8,0.347,542583
2020,8,3,34,12,9,0,5,72,109,0.265,0.339,0.51,0.849,0.362,592444
2020,12,2,33,18,3,0,5,86,126,0.232,0.317,0.393,0.71,0.312,425783
2020,8,1,16,28,7,0,0,83,127,0.297,0.346,0.356,0.702,0.313,592743
2020,19,1,42,19,5,3,3,108,158,0.217,0.316,0.362,0.678,0.301,595281
2020,8,2,25,28,2,0,4,90,134,0.274,0.328,0.387,0.715,0.315,669720
2020,29,5,43,18,9,0,10,114,185,0.245,0.384,0.503,0.887,0.382,656555
2020,4,0,27,22,9,1,5,86,127,0.301,0.323,0.512,0.835,0.353,666182
2020,18,2,59,33,3,0,8,155,219,0.221,0.292,0.357,0.649,0.286,605137
2020,10,2,50,45,11,1,10,142,221,0.321,0.357,0.526,0.883,0.376,641313
2020,13,5,40,11,7,2,4,83,125,0.224,0.336,0.439,0.775,0.337,664056
2020,1,2,9,1,1,0,1,36,42,0.077,0.143,0.179,0.322,0.149,642336
2020,12,3,25,20,4,0,0,87,126,0.216,0.31,0.252,0.562,0.263,663538
2020,8,4,21,35,14,1,2,132,196,0.283,0.327,0.402,0.729,0.318,606466
2020,22,2,36,21,9,0,9,133,196,0.227,0.321,0.436,0.757,0.328,596146
2020,18,0,46,37,10,1,5,146,217,0.266,0.327,0.402,0.729,0.318,605113
2020,18,0,54,36,5,0,2,145,206,0.229,0.296,0.287,0.583,0.265,542340
2020,4,0,9,12,1,0,3,43,63,0.271,0.317,0.441,0.758,0.326,544725
2020,14,2,33,49,4,3,3,154,229,0.277,0.328,0.366,0.694,0.306,643396
2020,7,2,29,14,7,1,8,102,141,0.227,0.277,0.477,0.754,0.317,460075
2020,36,0,43,23,8,0,11,144,222,0.226,0.351,0.446,0.797,0.348,458015
2020,18,1,39,28,9,0,5,150,211,0.219,0.289,0.344,0.633,0.28,514888
2020,29,7,33,28,12,0,9,160,245,0.234,0.347,0.421,0.768,0.338,572122
2020,12,0,25,18,2,1,1,97,131,0.185,0.26,0.244,0.504,0.231,542255
2020,5,0,47,24,5,0,2,100,136,0.237,0.265,0.321,0.586,0.256,519222
2020,15,2,43,12,5,0,7,116,157,0.171,0.261,0.357,0.618,0.271,641933
2020,14,2,18,23,10,1,4,87,141,0.304,0.383,0.496,0.879,0.379,500743
2020,8,0,11,27,9,0,0,77,121,0.319,0.364,0.398,0.762,0.335,650333
2020,10,2,42,9,7,0,5,99,132,0.175,0.25,0.358,0.608,0.265,475253
2020,22,4,71,40,15,0,10,173,264,0.273,0.345,0.462,0.807,0.348,621020
2020,5,0,27,8,1,0,1,50,65,0.167,0.231,0.233,0.464,0.212,605490
2020,12,3,37,29,9,1,4,98,156,0.305,0.372,0.468,0.84,0.364,664034
2020,11,4,31,20,7,0,1,88,131,0.241,0.328,0.328,0.656,0.297,605170
2020,22,1,48,36,9,0,10,163,241,0.252,0.324,0.431,0.755,0.327,457705
2020,14,1,22,8,3,0,0,63,89,0.149,0.292,0.189,0.481,0.239,640447
2020,24,5,40,28,6,2,14,143,222,0.259,0.356,0.528,0.884,0.376,543807
2020,8,3,25,9,5,0,3,71,99,0.193,0.283,0.352,0.635,0.281,571875
2020,20,0,74,24,15,1,8,137,205,0.259,0.332,0.481,0.813,0.347,642715
2020,18,2,42,44,10,0,2,157,233,0.263,0.326,0.338,0.664,0.297,669256
2020,10,1,28,15,2,0,4,69,101,0.233,0.317,0.389,0.706,0.31,451594
2020,2,0,2,3,0,0,0,17,22,0.15,0.227,0.15,0.377,0.184,547170
2020,20,2,38,8,2,0,7,73,112,0.189,0.348,0.444,0.792,0.347,621466
2020,27,1,51,19,4,0,6,108,165,0.212,0.345,0.372,0.717,0.322,455117
2020,20,6,61,26,6,0,16,161,235,0.23,0.315,0.488,0.803,0.342,624413
2020,12,0,33,4,9,0,2,65,92,0.188,0.293,0.375,0.668,0.294,488771
2020,18,2,56,26,14,2,15,141,218,0.288,0.353,0.606,0.959,0.4,571976
2020,21,2,31,13,3,0,6,102,147,0.177,0.306,0.347,0.653,0.294,643376
2020,17,3,35,34,7,0,7,162,230,0.229,0.296,0.362,0.658,0.29,624428
2020,20,2,59,22,16,0,7,168,235,0.211,0.285,0.385,0.67,0.292,502110
2020,7,1,25,13,8,1,1,70,101,0.247,0.307,0.387,0.694,0.302,457727
2020,18,2,41,25,8,0,1,138,192,0.198,0.281,0.262,0.543,0.25,670032
2020,5,2,39,17,3,1,2,86,116,0.211,0.259,0.312,0.571,0.252,596451
2020,30,2,37,25,6,2,6,110,181,0.262,0.392,0.45,0.842,0.37,518792
2020,7,0,11,3,2,1,1,25,39,0.219,0.359,0.438,0.797,0.348,605233
2020,20,1,49,34,11,3,7,130,206,0.297,0.369,0.503,0.872,0.373,600869
2020,36,10,54,28,12,2,5,149,242,0.24,0.384,0.398,0.782,0.351,592192
2020,15,1,49,29,7,1,8,144,205,0.238,0.298,0.413,0.711,0.307,663586
2020,17,1,90,13,12,0,13,148,204,0.204,0.275,0.478,0.753,0.317,593934
2020,18,1,84,17,7,0,8,151,202,0.175,0.252,0.344,0.596,0.261,657108
2020,6,3,21,32,2,0,4,109,156,0.259,0.301,0.354,0.655,0.289,425877
2020,8,1,14,8,2,0,3,40,62,0.245,0.355,0.453,0.808,0.352,465041
2020,1,0,12,6,5,0,3,44,59,0.241,0.254,0.483,0.737,0.307,649557
2020,11,1,17,3,1,0,0,36,52,0.1,0.308,0.125,0.433,0.237,643217
2020,7,1,21,8,3,0,1,63,83,0.16,0.241,0.24,0.481,0.221,455139
2020,0,0,0,0,0,0,0,3,3,0,0,0,0,0,542963
2020,20,1,75,28,8,0,11,159,227,0.228,0.3,0.427,0.727,0.313,673357
2020,16,1,41,29,5,1,5,122,179,0.247,0.318,0.383,0.701,0.308,600474
2020,10,1,35,10,5,0,3,96,125,0.158,0.232,0.281,0.513,0.229,664068
2020,21,1,58,20,6,2,7,151,208,0.188,0.274,0.355,0.629,0.276,668804
2020,11,2,38,13,2,0,1,81,110,0.165,0.264,0.216,0.48,0.228,547379
2020,8,3,31,15,5,1,5,61,98,0.299,0.378,0.552,0.93,0.395,670712
2020,20,0,43,30,11,1,4,144,210,0.242,0.314,0.374,0.688,0.303,502210
2020,0,0,6,1,0,0,1,10,12,0.167,0.167,0.417,0.584,0.239,664041
2020,16,0,38,38,16,0,8,165,243,0.273,0.321,0.449,0.77,0.331,596748
2020,12,0,37,12,5,0,3,97,129,0.171,0.248,0.291,0.539,0.241,643418
2020,8,1,25,20,8,0,6,119,162,0.222,0.265,0.392,0.657,0.282,405395
2020,11,4,42,23,9,1,4,120,172,0.236,0.302,0.382,0.684,0.3,453943
2020,0,0,7,4,0,0,0,18,22,0.182,0.182,0.182,0.364,0.161,656371
2020,6,0,24,7,4,2,6,77,102,0.198,0.245,0.469,0.714,0.297,457803
2020,14,3,29,8,3,0,6,59,93,0.224,0.366,0.5,0.866,0.372,592200
2020,12,0,56,35,14,0,14,151,226,0.294,0.332,0.556,0.888,0.373,650391
2020,5,0,13,8,3,0,2,43,61,0.232,0.295,0.393,0.688,0.299,640461
2020,18,3,24,39,14,0,4,129,207,0.306,0.377,0.446,0.823,0.36,643446
2020,5,3,19,15,8,1,1,88,121,0.221,0.273,0.336,0.609,0.267,606299
2020,2,0,18,5,2,0,2,40,51,0.184,0.216,0.347,0.563,0.24,571431
2020,14,1,64,32,7,0,16,137,207,0.286,0.338,0.573,0.911,0.382,606192
2020,22,2,48,36,11,0,7,138,216,0.281,0.361,0.448,0.809,0.352,598265
2020,11,1,20,19,5,0,8,83,127,0.278,0.346,0.53,0.876,0.372,642133
2020,35,0,61,45,14,0,18,153,265,0.335,0.423,0.63,1.053,0.442,542303
2020,12,1,22,29,5,0,1,125,173,0.219,0.277,0.269,0.546,0.248,621028
2020,4,0,30,11,3,0,6,61,85,0.247,0.282,0.506,0.788,0.331,643436
2020,19,14,57,29,10,0,7,145,224,0.241,0.353,0.403,0.756,0.336,575929
2020,5,5,44,16,3,2,4,88,123,0.221,0.285,0.389,0.674,0.293,595909
2020,6,1,29,17,5,0,5,95,129,0.221,0.264,0.385,0.649,0.279,608348
2020,34,6,43,33,8,3,8,134,226,0.28,0.407,0.484,0.891,0.388,607043
2020,2,0,13,4,2,0,0,39,47,0.133,0.17,0.178,0.348,0.158,605480
2020,13,1,25,6,3,0,2,59,84,0.157,0.298,0.286,0.584,0.271,570267
2020,13,0,25,29,9,0,1,107,159,0.267,0.327,0.349,0.676,0.301,622534
2020,6,2,31,9,3,0,3,77,100,0.163,0.23,0.293,0.523,0.232,621514
2020,16,4,55,10,5,0,10,136,181,0.155,0.249,0.373,0.622,0.27,429665
2020,32,1,77,22,4,1,14,169,243,0.195,0.305,0.424,0.729,0.316,621566
2020,28,6,51,18,9,0,16,152,229,0.221,0.336,0.513,0.849,0.361,594777
2020,23,3,39,41,7,2,2,154,232,0.252,0.336,0.335,0.671,0.303,641487
2020,12,1,19,7,5,1,2,64,92,0.19,0.304,0.354,0.658,0.294,656669
2020,27,2,12,34,14,2,5,144,228,0.276,0.368,0.442,0.81,0.354,600303
2020,12,0,49,38,9,0,12,159,230,0.271,0.309,0.477,0.786,0.334,545341
2020,14,3,50,39,9,0,5,150,220,0.261,0.318,0.379,0.697,0.307,621043
2020,8,1,37,9,1,0,2,61,82,0.164,0.256,0.26,0.516,0.237,641598
2020,19,3,50,33,18,1,7,162,243,0.267,0.333,0.452,0.785,0.339,572233
2020,24,1,69,39,10,0,9,158,241,0.269,0.344,0.44,0.784,0.341,614177
2020,16,0,46,21,11,0,9,146,203,0.219,0.281,0.422,0.703,0.301,547004
2020,11,2,31,20,8,0,6,86,133,0.283,0.353,0.5,0.853,0.365,643265
2020,16,0,43,33,9,0,7,124,189,0.283,0.344,0.457,0.801,0.346,543877
2020,30,1,58,22,7,0,8,126,194,0.227,0.351,0.417,0.768,0.338,518735
2020,13,5,30,19,5,0,7,110,159,0.22,0.308,0.404,0.712,0.312,520471
2020,8,2,51,19,5,2,5,118,159,0.208,0.258,0.369,0.627,0.271,656308
2020,12,2,27,30,12,1,6,167,230,0.227,0.274,0.375,0.649,0.281,493329
2020,11,7,43,16,5,0,9,118,166,0.203,0.289,0.419,0.708,0.307,457708
2020,4,0,34,28,3,1,4,107,147,0.252,0.272,0.371,0.643,0.277,642708
2020,12,2,41,39,12,3,6,148,222,0.288,0.333,0.462,0.795,0.341,607680
2020,29,3,66,19,6,0,11,155,223,0.188,0.305,0.393,0.698,0.307,656941
2020,47,1,43,26,7,0,8,166,255,0.198,0.349,0.348,0.697,0.318,467793
2020,8,0,21,15,2,0,1,54,80,0.25,0.325,0.319,0.644,0.291,660620
2020,10,2,31,23,6,0,5,109,155,0.238,0.297,0.385,0.682,0.297,467092
2020,30,7,56,32,9,0,6,144,228,0.246,0.368,0.387,0.755,0.339,605204
2020,9,1,16,1,3,0,4,34,52,0.19,0.346,0.548,0.894,0.376,543068
2020,10,3,26,10,5,0,2,69,99,0.198,0.303,0.326,0.629,0.284,501981
2020,12,2,41,29,7,3,4,162,219,0.21,0.26,0.332,0.592,0.259,500871
2020,20,0,41,42,8,0,11,143,224,0.299,0.362,0.5,0.862,0.369,593428
2020,7,4,75,27,9,1,8,179,235,0.201,0.238,0.357,0.595,0.256,595879
2020,38,3,37,36,23,1,13,141,255,0.341,0.447,0.64,1.087,0.456,518692
2020,18,0,28,31,15,0,5,119,188,0.3,0.367,0.476,0.843,0.364,488726
2020,22,6,66,32,7,1,11,150,229,0.254,0.345,0.463,0.808,0.349,605119
2020,17,0,34,34,7,0,13,158,229,0.255,0.31,0.472,0.782,0.333,592696
2020,18,0,50,23,10,0,6,125,182,0.238,0.313,0.409,0.722,0.314,543768
2020,7,1,32,12,4,0,6,85,115,0.206,0.261,0.411,0.672,0.287,592530
2020,22,0,50,16,6,0,7,124,175,0.19,0.291,0.366,0.657,0.29,660271
2020,5,3,30,44,15,0,3,161,231,0.278,0.303,0.386,0.689,0.299,593643
2020,24,2,26,18,12,1,6,117,180,0.24,0.35,0.448,0.798,0.347,608324
2020,24,10,38,28,6,0,11,160,239,0.22,0.331,0.41,0.741,0.326,519203
2020,8,1,24,35,9,0,10,118,181,0.314,0.348,0.541,0.889,0.377,429664
2020,6,0,16,5,6,0,2,59,78,0.181,0.244,0.347,0.591,0.256,669222
2020,8,1,54,12,9,2,10,110,152,0.231,0.276,0.531,0.807,0.335,656305
2020,5,1,30,21,5,0,6,86,124,0.271,0.306,0.466,0.772,0.329,645277
2020,20,4,59,34,6,0,16,130,210,0.301,0.381,0.591,0.972,0.41,443558
2020,17,3,35,27,9,1,7,120,184,0.268,0.348,0.463,0.811,0.35,543592
2020,31,3,56,28,9,2,17,147,237,0.276,0.38,0.591,0.971,0.407,545361
2020,17,3,60,42,15,0,19,166,262,0.314,0.366,0.612,0.978,0.41,547989
2020,22,4,42,40,13,0,8,178,265,0.255,0.328,0.41,0.738,0.323,596019
2020,24,12,58,24,8,1,6,147,222,0.21,0.338,0.36,0.698,0.315,657656
2020,31,3,43,30,16,1,17,156,254,0.291,0.386,0.605,0.991,0.415,608070
2020,20,0,25,50,13,0,3,144,230,0.314,0.374,0.419,0.793,0.349,664058
2020,13,3,67,33,16,1,11,171,248,0.263,0.31,0.483,0.793,0.337,646240
2020,4,0,13,3,1,0,3,36,47,0.163,0.234,0.395,0.629,0.269,571602
2020,1,0,2,2,0,0,0,8,11,0.2,0.273,0.2,0.473,0.224,623912
2020,2,1,15,2,1,0,2,26,34,0.161,0.235,0.387,0.622,0.267,493316
2020,28,1,72,28,8,3,6,157,231,0.223,0.32,0.381,0.701,0.309,660162
2020,19,2,38,34,13,2,9,163,242,0.262,0.326,0.462,0.788,0.338,665489
2020,2,0,17,7,1,0,0,47,57,0.145,0.175,0.164,0.339,0.155,624407
2020,24,7,57,44,12,0,9,137,233,0.322,0.412,0.515,0.927,0.401,624424
2020,13,1,35,42,8,0,4,158,226,0.255,0.301,0.349,0.65,0.286,593871
2020,19,1,33,15,3,0,6,91,135,0.209,0.326,0.391,0.717,0.317,596129
2020,25,0,50,30,9,1,7,164,236,0.223,0.305,0.374,0.679,0.299,543760
2020,34,0,71,40,3,0,11,154,242,0.26,0.364,0.433,0.797,0.349,641786
2020,36,4,60,15,11,0,14,120,200,0.25,0.4,0.581,0.981,0.413,660670
2020,24,2,58,43,20,0,3,169,261,0.281,0.352,0.404,0.756,0.333,514917
2020,24,0,37,15,5,0,7,89,140,0.233,0.364,0.457,0.821,0.358,669221
2020,19,2,22,16,9,0,8,82,136,0.287,0.397,0.574,0.971,0.411,669257
2020,0,0,4,1,1,0,0,5,7,0.286,0.286,0.429,0.715,0.303,656577
2020,5,0,27,9,1,0,1,77,93,0.125,0.172,0.17,0.342,0.158,640458
2020,9,1,53,25,6,0,5,125,171,0.224,0.269,0.354,0.623,0.271,572039
2020,25,2,35,31,6,1,0,118,183,0.244,0.355,0.295,0.65,0.302,673451
2020,14,0,41,19,3,0,6,89,131,0.239,0.321,0.419,0.74,0.322,461314
2020,18,0,36,12,13,0,3,97,143,0.224,0.322,0.4,0.722,0.316,596847
2020,4,0,4,3,3,0,2,30,42,0.211,0.286,0.447,0.733,0.312,614173
2020,0,0,8,0,1,0,0,15,16,0.062,0.062,0.125,0.188,0.077,625510
2020,25,4,58,27,9,2,14,143,224,0.267,0.362,0.549,0.911,0.385,664040
2020,10,0,23,8,1,1,0,57,77,0.149,0.26,0.194,0.454,0.219,623205
2020,6,1,35,12,8,0,4,96,127,0.2,0.244,0.367,0.611,0.263,622666
2020,0,1,15,2,0,0,0,25,28,0.074,0.107,0.074,0.181,0.089,620439
2020,6,2,23,6,1,0,3,65,83,0.133,0.217,0.267,0.484,0.218,595978
2020,8,0,34,27,4,0,8,103,150,0.275,0.313,0.472,0.785,0.335,642162
2020,15,3,54,21,8,0,16,146,209,0.236,0.301,0.529,0.83,0.348,594807
2020,2,0,10,7,1,1,1,42,54,0.192,0.222,0.308,0.53,0.229,545121
2020,6,2,34,20,12,0,2,109,151,0.238,0.278,0.364,0.642,0.279,621005
2020,7,0,18,9,3,0,0,52,71,0.188,0.268,0.234,0.502,0.233,594824
2020,5,1,15,14,4,2,9,73,108,0.284,0.324,0.627,0.951,0.393,665120
2020,3,7,23,8,2,0,3,74,97,0.149,0.237,0.276,0.513,0.234,647351
2020,1,0,14,4,1,0,1,25,32,0.194,0.219,0.323,0.542,0.233,664119
2020,6,1,19,9,3,0,2,50,71,0.219,0.296,0.359,0.655,0.289,596105
2020,28,5,46,19,7,0,12,112,183,0.253,0.388,0.54,0.928,0.396,608385
2020,19,5,38,18,12,2,8,126,190,0.241,0.337,0.482,0.819,0.351,543257
2020,5,0,11,13,4,0,0,32,54,0.347,0.407,0.429,0.836,0.369,605612
2020,2,0,11,4,2,0,0,35,43,0.146,0.186,0.195,0.381,0.172,460077
2020,13,0,60,27,4,3,5,132,184,0.228,0.283,0.374,0.657,0.285,641658
2020,3,0,11,8,1,0,2,30,44,0.268,0.318,0.439,0.757,0.326,572008
2020,4,0,25,17,2,1,3,74,101,0.237,0.267,0.371,0.638,0.275,658668
2020,13,1,32,17,9,0,10,100,150,0.265,0.333,0.551,0.884,0.372,519048
2020,5,0,24,5,1,1,3,53,68,0.159,0.221,0.349,0.57,0.245,425772
2020,8,4,30,18,3,0,7,71,111,0.283,0.36,0.525,0.885,0.378,543510
2020,7,1,24,13,1,1,4,59,86,0.244,0.314,0.436,0.75,0.323,608597
2020,15,0,48,39,14,0,11,146,225,0.305,0.351,0.529,0.88,0.373,666971
2020,7,1,27,10,3,0,1,71,93,0.165,0.237,0.235,0.472,0.217,605421
2020,7,5,14,5,0,0,1,32,50,0.158,0.36,0.237,0.597,0.299,605548
2020,18,2,21,49,10,2,10,125,216,0.362,0.421,0.587,1.008,0.429,518934
2020,11,1,23,10,7,0,0,72,101,0.191,0.287,0.27,0.557,0.257,501303
2020,16,0,46,29,12,6,9,154,226,0.267,0.319,0.51,0.829,0.349,663656
2020,5,0,31,20,3,0,1,87,116,0.216,0.25,0.27,0.52,0.231,657061
2020,13,0,39,15,8,1,3,87,127,0.237,0.315,0.404,0.719,0.313,592325
2020,7,1,17,15,2,1,1,83,110,0.186,0.245,0.255,0.5,0.226,641432
