"year","BB","HBP","SO","X1B","X2B","X3B","HR","Outs","total_pas","ba","obp","slg","ops","woba","batter_id"
2019,118,9,84,86,37,2,41,402,695,0.292,0.422,0.581,1.003,0.418,608324
2019,0,1,1,0,1,0,0,3,5,0.25,0.4,0.5,0.9,0.387,657027
2019,3,1,2,2,0,0,0,13,19,0.133,0.316,0.133,0.449,0.238,518542
2019,12,2,40,23,3,0,3,118,161,0.197,0.267,0.279,0.546,0.243,602922
2019,0,0,0,0,0,0,0,2,2,0,0,0,0,0,622226
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,656668
2019,2,1,18,7,0,1,0,39,50,0.17,0.22,0.213,0.433,0.194,593700
2019,0,0,1,0,0,0,0,2,2,0,0,0,0,0,664011
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,663744
2019,1,0,0,0,0,0,0,0,1,0,1,0,0,0.69,623166
2019,16,1,44,27,6,1,3,111,165,0.25,0.327,0.365,0.692,0.302,572365
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,664159
2019,7,1,27,16,3,1,2,84,114,0.208,0.263,0.311,0.574,0.25,607054
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,656716
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,656537
2019,9,7,49,27,8,1,7,144,203,0.23,0.291,0.396,0.687,0.293,664034
2019,0,0,2,0,0,0,0,3,3,0,0,0,0,0,656977
2019,1,0,0,0,0,0,0,0,1,0,1,0,0,0.69,489267
2019,6,0,21,10,2,0,0,51,69,0.19,0.261,0.222,0.483,0.221,592680
2019,31,0,72,40,17,0,11,172,271,0.283,0.365,0.492,0.857,0.362,457727
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,669675
2019,0,0,0,1,0,0,0,0,1,1,1,1,2,0.87,641555
2019,18,2,67,55,14,0,9,235,333,0.249,0.294,0.38,0.674,0.289,596144
2019,33,5,147,63,34,4,19,345,503,0.258,0.314,0.471,0.785,0.329,664068
2019,0,0,0,0,1,0,0,1,2,0.5,0.5,1,1.5,0.609,650971
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,660168
2019,0,0,0,1,0,0,0,0,1,1,1,1,2,0.87,680575
2019,6,1,16,7,3,0,0,28,45,0.263,0.378,0.342,0.72,0.324,657145
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,657757
2019,0,0,1,1,0,0,0,3,4,0.25,0.25,0.25,0.5,0.218,593495
2019,17,0,53,16,7,0,8,119,167,0.207,0.287,0.413,0.7,0.298,642136
2019,5,1,20,6,1,0,1,38,52,0.174,0.269,0.261,0.53,0.241,598284
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,657225
2019,0,0,1,0,0,0,0,2,2,0,0,0,0,0,669916
2019,0,0,0,1,0,0,0,3,4,0.25,0.25,0.25,0.5,0.218,656734
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,657128
2019,14,2,46,16,1,0,4,114,151,0.156,0.245,0.252,0.497,0.225,607776
2019,0,1,0,0,0,0,0,1,2,0,0.5,0,0.5,0.36,514916
2019,0,0,0,1,0,0,0,0,1,1,1,1,2,0.87,663749
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,542208
2019,38,2,64,77,24,2,13,289,445,0.286,0.351,0.452,0.803,0.342,519299
2019,0,0,0,0,0,0,0,2,2,0,0,0,0,0,671272
2019,0,0,6,0,0,0,0,9,9,0,0,0,0,0,605439
2019,0,0,0,0,0,0,1,0,1,1,1,4,5,1.94,582473
2019,4,0,14,5,3,0,0,39,51,0.17,0.235,0.234,0.469,0.211,460077
2019,34,1,71,40,18,1,13,190,297,0.275,0.36,0.5,0.86,0.362,643565
2019,2,0,8,6,1,0,0,17,26,0.292,0.346,0.333,0.679,0.301,542436
2019,0,0,1,0,1,0,0,1,2,0.5,0.5,1,1.5,0.609,641999
2019,46,0,157,67,19,0,37,379,548,0.245,0.308,0.504,0.812,0.337,614177
2019,16,2,67,36,24,0,14,206,298,0.264,0.309,0.5,0.809,0.336,467055
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,642282
2019,24,5,88,85,35,0,21,309,479,0.313,0.355,0.531,0.886,0.37,570482
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,669352
2019,4,2,44,10,4,0,2,94,116,0.145,0.19,0.236,0.426,0.187,608384
2019,1,1,0,0,0,0,0,1,3,0,0.667,0,0.667,0.47,657446
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,640492
2019,0,0,1,0,0,0,0,5,5,0,0,0,0,0,485567
2019,1,0,0,0,0,0,0,0,1,0,1,0,0,0.69,650560
2019,15,6,63,45,18,0,12,246,342,0.234,0.281,0.402,0.683,0.289,572033
2019,0,0,1,1,0,0,0,2,3,0.333,0.333,0.333,0.666,0.29,453203
2019,29,5,111,65,13,6,22,232,372,0.314,0.376,0.583,0.959,0.397,665487
2019,5,1,26,6,1,0,3,60,76,0.143,0.211,0.286,0.497,0.216,573135
2019,0,0,0,1,0,0,0,0,1,1,1,1,2,0.87,670351
2019,0,3,1,0,0,0,0,1,4,0,0.75,0,0.75,0.539,644337
2019,20,3,69,33,8,1,7,177,249,0.217,0.289,0.354,0.643,0.279,641477
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,600902
2019,0,0,0,0,1,0,0,0,1,1,1,2,3,1.217,656455
2019,1,0,1,0,0,0,0,2,3,0,0.333,0,0.333,0.23,553988
2019,15,1,46,22,6,1,13,116,174,0.266,0.333,0.563,0.896,0.369,543543
2019,8,1,39,37,7,1,2,131,187,0.264,0.299,0.348,0.647,0.28,622168
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,623507
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,607486
2019,36,3,129,59,29,4,17,312,460,0.259,0.322,0.468,0.79,0.332,571718
2019,1,0,0,0,0,0,0,1,2,0,0.5,0,0.5,0.345,519237
2019,0,0,0,0,0,0,0,3,3,0,0,0,0,0,542908
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,615697
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,630063
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,670462
2019,24,8,109,52,23,2,19,222,350,0.302,0.366,0.566,0.932,0.387,669374
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,673859
2019,38,2,88,71,23,1,17,358,510,0.238,0.298,0.4,0.698,0.298,543401
2019,29,2,57,32,13,1,8,177,262,0.234,0.324,0.403,0.727,0.314,642165
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,621323
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,663375
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,670092
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,666164
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,592637
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,676900
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,641741
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,656361
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,668784
2019,0,0,0,0,1,0,0,0,1,1,1,2,3,1.217,664088
2019,19,6,42,39,8,3,5,156,236,0.261,0.339,0.398,0.737,0.319,501303
2019,23,0,67,14,5,1,9,127,179,0.186,0.291,0.404,0.695,0.297,592122
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,659079
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,665750
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,623510
2019,92,2,149,49,17,0,30,368,558,0.207,0.341,0.438,0.779,0.334,596129
2019,0,0,0,2,0,0,0,2,4,0.5,0.5,0.5,1,0.435,461865
2019,0,0,0,1,0,0,0,0,1,1,1,1,2,0.87,642770
2019,0,0,0,1,0,0,0,0,1,1,1,1,2,0.87,593527
2019,0,0,0,1,0,0,0,0,1,1,1,1,2,0.87,669289
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,595373
2019,21,8,71,30,11,2,8,149,229,0.255,0.349,0.45,0.799,0.342,595909
2019,2,1,24,13,6,0,0,62,84,0.235,0.262,0.309,0.571,0.247,620446
2019,2,0,11,17,1,1,3,58,82,0.275,0.293,0.425,0.718,0.302,663538
2019,1,0,10,1,0,0,1,18,21,0.1,0.143,0.25,0.393,0.167,606992
2019,0,0,1,0,0,0,0,5,5,0,0,0,0,0,664060
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,676602
2019,0,0,0,0,1,0,0,0,1,1,1,2,3,1.217,670768
2019,9,1,21,22,6,0,4,89,131,0.264,0.321,0.413,0.734,0.314,592407
2019,55,0,65,133,31,4,6,428,657,0.289,0.349,0.384,0.733,0.318,664058
2019,26,5,51,49,10,1,8,230,329,0.228,0.301,0.349,0.65,0.284,518960
2019,23,2,38,79,19,0,7,296,426,0.262,0.305,0.362,0.667,0.288,592743
2019,63,7,165,65,29,1,33,431,629,0.229,0.315,0.462,0.777,0.327,594777
2019,42,3,68,76,22,0,23,381,547,0.241,0.303,0.422,0.725,0.308,405395
2019,96,16,122,64,27,2,45,340,590,0.289,0.424,0.636,1.06,0.435,545361
2019,7,2,17,10,2,0,0,90,111,0.118,0.189,0.137,0.326,0.157,446359
2019,39,2,83,48,14,0,11,246,360,0.229,0.317,0.376,0.693,0.301,571466
2019,18,8,59,64,19,3,6,291,409,0.24,0.289,0.352,0.641,0.277,606299
2019,89,8,150,65,23,1,35,371,592,0.251,0.373,0.513,0.886,0.374,571970
2019,32,3,108,60,21,4,12,289,421,0.251,0.314,0.42,0.734,0.312,669222
2019,0,0,2,0,0,0,0,4,4,0,0,0,0,0,641943
2019,45,8,133,92,31,2,24,413,615,0.265,0.328,0.456,0.784,0.332,624577
2019,4,0,24,7,1,0,1,56,69,0.138,0.188,0.2,0.388,0.174,547943
2019,0,0,0,1,0,0,0,3,4,0.25,0.25,0.25,0.5,0.218,595943
2019,33,14,152,109,39,1,33,465,694,0.281,0.33,0.498,0.828,0.347,547989
2019,42,4,154,98,34,5,25,356,564,0.313,0.369,0.542,0.911,0.381,660162
2019,26,2,50,66,22,2,12,250,380,0.29,0.342,0.466,0.808,0.342,657077
2019,16,7,62,65,18,7,11,230,354,0.305,0.35,0.502,0.852,0.358,669242
2019,78,6,106,48,17,0,22,330,501,0.209,0.341,0.408,0.749,0.326,475253
2019,1,0,20,9,2,0,1,53,66,0.185,0.197,0.262,0.459,0.195,461314
2019,22,1,104,25,4,0,6,174,232,0.167,0.25,0.273,0.523,0.233,542979
2019,15,4,51,126,21,2,12,373,553,0.301,0.325,0.416,0.741,0.316,593643
2019,21,6,139,126,27,3,9,430,622,0.277,0.309,0.378,0.687,0.295,544725
2019,39,4,69,104,20,0,14,341,522,0.288,0.347,0.418,0.765,0.329,467092
2019,77,4,123,89,32,1,15,393,611,0.258,0.357,0.408,0.765,0.332,458015
2019,42,7,94,51,17,0,11,230,358,0.256,0.358,0.417,0.775,0.336,623520
2019,0,0,1,1,0,0,0,3,4,0.25,0.25,0.25,0.5,0.218,656822
2019,24,1,60,35,9,0,8,162,239,0.243,0.322,0.397,0.719,0.31,592200
2019,23,9,63,20,7,0,8,134,201,0.207,0.333,0.391,0.724,0.317,642082
2019,16,3,51,18,9,0,3,110,159,0.214,0.308,0.343,0.651,0.287,595284
2019,23,5,69,59,28,0,13,296,424,0.253,0.302,0.422,0.724,0.307,429664
2019,28,8,63,35,5,0,6,168,250,0.215,0.328,0.322,0.65,0.293,431145
2019,14,0,109,40,15,0,13,254,336,0.211,0.244,0.379,0.623,0.262,543308
2019,47,3,130,97,29,11,35,477,699,0.265,0.318,0.505,0.823,0.342,500871
2019,0,0,1,0,1,0,0,2,3,0.333,0.333,0.667,1,0.406,656568
2019,45,5,119,99,20,4,2,383,558,0.246,0.314,0.313,0.627,0.278,570560
2019,1,0,0,1,0,0,0,1,3,0.5,0.667,0.5,1.167,0.52,656293
2019,66,21,184,71,30,2,53,448,691,0.258,0.352,0.578,0.93,0.383,624413
2019,31,7,106,50,25,1,10,292,416,0.228,0.298,0.378,0.676,0.292,621514
2019,44,5,72,24,11,1,10,161,256,0.222,0.371,0.43,0.801,0.348,607043
2019,0,0,18,12,0,0,1,50,63,0.206,0.206,0.254,0.46,0.197,571927
2019,2,2,42,22,7,1,2,107,143,0.23,0.252,0.338,0.59,0.251,571697
2019,23,6,153,78,23,6,28,349,513,0.279,0.32,0.525,0.845,0.35,542454
2019,15,3,110,117,32,0,18,338,523,0.331,0.354,0.501,0.855,0.36,641313
2019,12,1,62,56,11,1,13,269,363,0.231,0.259,0.38,0.639,0.27,546991
2019,18,3,50,24,11,2,3,132,193,0.233,0.316,0.372,0.688,0.299,572073
2019,42,7,99,41,17,2,10,269,388,0.206,0.307,0.357,0.664,0.291,600869
2019,31,4,124,125,30,7,15,446,658,0.284,0.322,0.427,0.749,0.318,642708
2019,6,1,37,30,4,1,1,113,156,0.242,0.276,0.302,0.578,0.252,570481
2019,0,0,30,4,2,0,0,52,58,0.103,0.103,0.138,0.241,0.102,502188
2019,0,0,30,6,0,0,0,53,59,0.102,0.102,0.102,0.204,0.088,543101
2019,8,1,37,7,1,0,2,78,97,0.114,0.196,0.193,0.389,0.18,594953
2019,15,1,42,76,22,1,7,275,397,0.278,0.307,0.396,0.703,0.3,466320
2019,0,0,2,2,0,0,0,2,4,0.5,0.5,0.5,1,0.435,642201
2019,13,4,69,27,13,2,6,176,241,0.214,0.27,0.371,0.641,0.273,493596
2019,47,2,87,72,11,2,7,314,455,0.227,0.31,0.315,0.625,0.278,502481
2019,1,0,1,0,0,0,0,2,3,0,0.333,0,0.333,0.23,621011
2019,33,21,75,101,38,1,23,350,567,0.318,0.383,0.53,0.913,0.385,643446
2019,4,0,21,4,2,0,2,37,49,0.178,0.245,0.356,0.601,0.256,605244
2019,1,0,2,0,0,0,0,2,3,0,0.333,0,0.333,0.23,545337
2019,36,3,98,82,22,1,22,289,455,0.305,0.365,0.522,0.887,0.372,605204
2019,44,10,117,43,15,3,12,281,408,0.206,0.311,0.367,0.678,0.297,664056
2019,26,25,77,18,8,3,19,209,308,0.187,0.321,0.463,0.784,0.334,518618
2019,30,6,138,75,26,1,18,324,480,0.27,0.325,0.455,0.78,0.33,543510
2019,2,1,30,7,1,0,0,55,66,0.127,0.167,0.143,0.31,0.143,543294
2019,12,0,42,47,10,0,2,193,264,0.234,0.269,0.298,0.567,0.247,445988
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,664761
2019,64,8,118,86,30,3,44,333,568,0.329,0.414,0.667,1.081,0.442,592885
2019,37,2,71,35,14,0,11,238,337,0.201,0.294,0.359,0.653,0.284,475174
2019,13,2,50,25,9,0,8,116,173,0.266,0.329,0.475,0.804,0.339,663993
2019,24,5,59,80,24,0,10,314,457,0.266,0.313,0.393,0.706,0.303,425877
2019,11,1,61,11,8,1,11,146,189,0.175,0.228,0.418,0.646,0.267,628356
2019,20,6,96,39,16,3,10,229,323,0.229,0.291,0.404,0.695,0.296,545350
2019,79,10,149,78,29,1,34,414,645,0.255,0.358,0.495,0.853,0.36,624424
2019,0,0,1,1,0,0,0,3,4,0.25,0.25,0.25,0.5,0.218,571602
2019,2,0,25,1,0,0,0,58,61,0.017,0.049,0.017,0.066,0.037,518876
2019,62,1,114,64,25,1,30,369,552,0.245,0.332,0.485,0.817,0.343,542303
2019,3,0,6,3,0,0,2,21,29,0.192,0.276,0.423,0.699,0.295,534606
2019,0,0,0,0,0,0,0,3,3,0,0,0,0,0,643335
2019,14,5,41,18,8,1,4,112,162,0.217,0.309,0.371,0.68,0.296,465041
2019,2,0,5,2,2,0,2,14,22,0.3,0.364,0.7,1.064,0.429,543432
2019,29,3,59,44,11,0,12,183,282,0.268,0.351,0.456,0.807,0.344,605170
2019,0,0,1,0,0,0,1,3,4,0.25,0.25,1,1.25,0.485,621445
2019,0,0,0,0,1,0,0,2,3,0.333,0.333,0.667,1,0.406,488818
2019,0,0,6,0,0,0,0,7,7,0,0,0,0,0,612672
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,667719
2019,7,1,25,17,5,0,0,57,87,0.278,0.345,0.342,0.687,0.304,643436
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,676639
2019,44,3,101,47,17,1,7,251,370,0.223,0.322,0.347,0.669,0.295,523253
2019,0,0,0,1,0,0,1,2,4,0.5,0.5,1.25,1.75,0.703,607632
2019,48,6,98,69,30,1,35,394,583,0.255,0.324,0.514,0.838,0.349,519058
2019,1,1,11,6,2,0,0,34,44,0.19,0.227,0.238,0.465,0.206,543376
2019,49,12,112,57,16,3,36,342,515,0.247,0.336,0.533,0.869,0.361,592626
2019,14,4,49,34,13,1,1,158,225,0.237,0.298,0.324,0.622,0.273,643396
2019,109,5,140,70,26,2,29,393,634,0.244,0.38,0.469,0.849,0.364,518735
2019,33,25,141,86,33,3,17,420,617,0.249,0.319,0.41,0.729,0.313,645302
2019,12,1,49,16,1,0,1,120,151,0.13,0.205,0.159,0.364,0.173,545358
2019,51,4,114,84,33,6,19,430,627,0.248,0.314,0.427,0.741,0.315,605113
2019,0,0,1,0,0,0,0,4,4,0,0,0,0,0,669008
2019,20,6,61,28,14,0,5,162,235,0.225,0.311,0.364,0.675,0.295,628338
2019,63,5,120,69,37,3,37,392,606,0.271,0.353,0.558,0.911,0.377,605137
2019,7,2,39,19,4,1,10,90,133,0.274,0.323,0.565,0.888,0.365,594807
2019,1,0,16,3,1,0,0,26,31,0.133,0.161,0.167,0.328,0.146,621550
2019,19,6,36,47,11,0,17,212,312,0.261,0.321,0.477,0.798,0.336,435559
2019,5,2,42,13,6,0,6,110,142,0.185,0.225,0.363,0.588,0.247,595375
2019,60,4,106,59,20,0,21,320,484,0.238,0.339,0.436,0.775,0.332,572821
2019,12,0,56,37,28,2,12,188,279,0.296,0.326,0.551,0.877,0.362,572816
2019,29,6,106,38,11,3,11,213,311,0.228,0.315,0.409,0.724,0.311,452095
2019,0,0,0,0,0,0,2,2,4,0.5,0.5,2,2.5,0.97,663495
2019,14,5,109,32,11,1,19,217,299,0.225,0.274,0.475,0.749,0.311,663586
2019,66,18,107,67,16,3,26,300,496,0.272,0.395,0.515,0.91,0.386,592192
2019,17,5,92,83,21,3,11,308,448,0.277,0.312,0.418,0.73,0.31,623912
2019,25,5,105,61,20,7,14,350,482,0.226,0.274,0.394,0.668,0.282,595281
2019,15,0,64,60,16,5,3,194,293,0.302,0.338,0.428,0.766,0.326,622682
2019,32,5,55,21,8,2,6,154,228,0.194,0.325,0.351,0.676,0.3,571875
2019,49,2,76,65,33,3,23,369,544,0.252,0.322,0.471,0.793,0.333,608070
2019,37,9,76,105,33,7,10,408,609,0.275,0.33,0.412,0.742,0.318,624428
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,671191
2019,35,8,110,77,31,2,22,337,512,0.281,0.342,0.497,0.839,0.352,460075
2019,31,4,108,55,22,3,21,275,411,0.269,0.331,0.511,0.842,0.351,573262
2019,20,3,99,24,10,1,10,224,292,0.167,0.233,0.323,0.556,0.24,572287
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,657129
2019,0,0,2,1,0,0,0,3,4,0.25,0.25,0.25,0.5,0.218,672284
2019,33,2,87,56,16,0,16,271,394,0.245,0.312,0.423,0.735,0.313,518595
2019,3,0,20,4,0,0,0,35,42,0.103,0.167,0.103,0.27,0.132,502042
2019,2,0,9,6,0,0,1,28,37,0.2,0.243,0.286,0.529,0.231,592826
2019,34,5,85,42,16,0,12,247,356,0.221,0.306,0.385,0.691,0.299,543228
2019,3,1,21,9,6,0,4,52,75,0.268,0.307,0.521,0.828,0.342,663656
2019,3,0,30,9,5,0,6,55,78,0.267,0.295,0.573,0.868,0.354,641786
2019,0,0,0,1,0,0,0,2,3,0.333,0.333,0.333,0.666,0.29,453527
2019,16,8,48,37,13,2,3,188,267,0.226,0.296,0.333,0.629,0.276,621563
2019,50,4,115,115,43,8,24,458,702,0.293,0.348,0.495,0.843,0.354,645277
2019,1,0,3,0,0,0,0,3,4,0,0.25,0,0.25,0.172,669357
2019,0,0,0,0,0,0,0,2,2,0,0,0,0,0,650544
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,661250
2019,0,0,1,0,0,0,1,1,2,0.5,0.5,2,2.5,0.97,547912
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,669400
2019,30,7,125,92,25,2,20,357,533,0.28,0.33,0.46,0.79,0.334,541645
2019,26,5,114,45,17,2,18,219,332,0.272,0.34,0.522,0.862,0.359,664040
2019,0,0,1,1,0,0,1,1,3,0.667,0.667,1.667,2.334,0.937,605227
2019,1,0,0,0,0,0,0,0,1,0,1,0,0,0.69,666181
2019,1,0,0,0,0,0,1,0,2,1,1,4,5,1.315,664728
2019,107,3,133,82,32,5,34,397,660,0.278,0.398,0.54,0.938,0.394,665742
2019,0,0,2,0,0,0,0,2,2,0,0,0,0,0,660907
2019,0,0,2,2,0,0,0,7,9,0.222,0.222,0.222,0.444,0.193,669203
2019,8,1,21,6,5,0,0,39,59,0.22,0.339,0.32,0.659,0.297,605421
2019,0,0,0,0,0,0,1,1,2,0.5,0.5,2,2.5,0.97,656896
2019,0,0,1,0,0,0,0,2,2,0,0,0,0,0,676809
2019,34,1,62,47,21,1,14,233,351,0.263,0.336,0.468,0.804,0.34,650490
2019,24,4,42,31,11,2,5,154,231,0.241,0.333,0.389,0.722,0.314,542255
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,641779
2019,3,0,21,6,0,0,0,51,60,0.105,0.15,0.105,0.255,0.121,623323
2019,10,4,23,14,5,0,3,66,102,0.25,0.353,0.409,0.762,0.332,572863
2019,0,0,2,1,0,0,0,2,3,0.333,0.333,0.333,0.666,0.29,657108
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,670392
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,665650
2019,18,0,39,29,9,0,7,131,194,0.256,0.325,0.426,0.751,0.321,475582
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,572180
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,519295
2019,72,12,86,95,44,3,34,382,642,0.315,0.405,0.588,0.993,0.413,543685
2019,33,5,87,61,29,3,12,280,423,0.273,0.338,0.457,0.795,0.337,444482
2019,0,0,3,2,1,0,0,15,18,0.167,0.167,0.222,0.389,0.164,641878
2019,66,6,109,66,20,2,19,312,491,0.255,0.365,0.449,0.814,0.349,596847
2019,0,0,0,1,1,0,0,0,2,1,1,1.5,2.5,1.044,656274
2019,1,0,0,0,0,0,0,0,1,0,1,0,0,0.69,657429
2019,0,0,0,1,0,0,0,0,1,1,1,1,2,0.87,669129
2019,1,0,1,0,0,0,0,1,2,0,0.5,0,0.5,0.345,608364
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,605346
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,620998
2019,1,0,3,4,0,0,0,19,24,0.174,0.208,0.174,0.382,0.174,456030
2019,0,0,17,8,1,0,0,46,55,0.164,0.164,0.182,0.346,0.149,543194
2019,3,1,6,4,0,0,0,14,22,0.222,0.364,0.222,0.586,0.285,622268
2019,0,0,0,1,0,0,0,0,1,1,1,1,2,0.87,661388
2019,1,0,0,0,0,0,0,0,1,0,1,0,0,0.69,602115
2019,14,2,60,26,8,0,19,155,224,0.255,0.308,0.567,0.875,0.359,606157
2019,93,3,101,103,40,5,29,432,705,0.291,0.387,0.516,0.903,0.381,605141
2019,0,0,1,1,0,0,0,3,4,0.25,0.25,0.25,0.5,0.218,466988
2019,0,0,2,0,0,0,0,3,3,0,0,0,0,0,664332
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,506747
2019,0,0,4,4,0,0,0,15,19,0.211,0.211,0.211,0.422,0.183,492802
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,608421
2019,43,3,114,94,37,5,19,371,572,0.295,0.351,0.492,0.843,0.355,607208
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,669252
2019,0,1,16,5,2,0,0,37,45,0.159,0.178,0.205,0.383,0.167,641584
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,663698
2019,0,0,0,1,0,0,0,0,1,1,1,1,2,0.87,656309
2019,29,8,103,84,25,1,16,366,529,0.256,0.308,0.409,0.717,0.306,430945
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,670047
2019,24,6,59,33,9,1,2,166,241,0.213,0.311,0.294,0.605,0.274,621002
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,542992
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,670895
2019,0,0,0,1,0,0,0,0,1,1,1,1,2,0.87,642694
2019,0,0,1,1,0,0,0,2,3,0.333,0.333,0.333,0.666,0.29,641929
2019,75,2,123,106,52,0,33,433,701,0.306,0.382,0.548,0.93,0.389,593428
2019,1,0,0,0,0,0,0,2,3,0,0.333,0,0.333,0.23,656551
2019,0,0,1,1,0,0,0,1,2,0.5,0.5,0.5,1,0.435,656989
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,643407
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,624523
2019,80,5,123,99,33,2,21,415,655,0.272,0.366,0.447,0.813,0.349,502054
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,670276
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,669745
2019,0,0,1,0,1,0,0,2,3,0.333,0.333,0.667,1,0.406,622738
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,608360
2019,6,1,37,11,1,0,4,78,101,0.17,0.228,0.309,0.537,0.232,596119
2019,0,0,0,0,0,1,0,0,1,1,1,3,4,1.529,622053
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,669232
2019,46,3,155,89,25,1,20,403,587,0.251,0.313,0.413,0.726,0.31,642715
2019,4,2,18,6,3,0,2,48,65,0.186,0.262,0.339,0.601,0.261,664926
2019,53,7,131,85,29,7,33,377,591,0.29,0.362,0.557,0.919,0.382,640457
2019,19,2,32,28,8,0,1,114,172,0.245,0.337,0.318,0.655,0.294,622110
2019,1,0,5,1,1,0,0,11,14,0.154,0.214,0.231,0.445,0.198,669738
2019,0,0,0,0,1,0,0,0,1,1,1,2,3,1.217,596056
2019,1,0,3,0,1,0,0,6,8,0.143,0.25,0.286,0.536,0.238,446868
2019,64,4,141,104,34,2,36,409,653,0.301,0.374,0.55,0.924,0.386,502110
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,605504
2019,24,6,73,49,14,1,6,188,288,0.271,0.347,0.403,0.75,0.325,542932
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,571851
2019,0,0,3,0,1,0,0,6,7,0.143,0.143,0.286,0.429,0.174,451192
2019,1,0,3,2,1,0,0,5,9,0.375,0.444,0.5,0.944,0.405,623214
2019,8,0,34,13,2,1,2,105,131,0.146,0.198,0.228,0.426,0.188,571912
2019,0,0,0,0,1,0,0,0,1,1,1,2,3,1.217,660757
2019,9,1,19,10,3,2,2,63,90,0.212,0.3,0.375,0.675,0.291,647351
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,675662
2019,0,0,1,0,0,0,1,1,2,0.5,0.5,2,2.5,0.97,605125
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,657811
2019,0,0,1,0,0,0,0,2,2,0,0,0,0,0,663402
2019,3,1,26,2,2,0,1,59,68,0.078,0.132,0.156,0.288,0.131,571437
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,642021
2019,0,0,0,1,0,0,0,0,1,1,1,1,2,0.87,642727
2019,0,0,0,0,0,0,1,0,1,1,1,4,5,1.94,656748
