pitcher,p_throws,stand,events,avg_launch_speed,avg_launch_angle,xba,woba,xwoba,iso,brl_pct
621107,R,R,8,85.11428571428571,-0.14285714285714285,0.27342857142857147,0.3375,0.26857142857142857,0,0
621237,L,L,2,102.45,-12,0.47700000000000004,0.45,0.48250000000000004,0,0
621237,L,R,2,NA,NA,NA,0,NA,0,NA
621345,L,L,1,NA,NA,NA,0,NA,0,NA
621345,L,R,3,89.1,-4,0.35000000000000003,0.2333333333333333,0.36800000000000005,0,0
621363,L,L,1,88.3,56,0.014,0,0.016,0,0
621363,L,R,4,97.4,13,0.42400000000000004,0.4875,0.42200000000000004,0.25,0
621368,L,L,1,105.9,18,0.56,0,0.745,0,0
621368,L,R,3,100.2,37,0.266,0.2333333333333333,0.556,0,0
621381,L,L,1,82.3,-32,0.049,0,0.049,0,0
621381,L,R,2,70.4,62,0.011,0,0.012,0,0
621389,L,L,7,86.05714285714285,3,0.2497142857142857,0.1285714285714286,0.2362857142857143,0,0
621389,L,R,5,90.7,14,0.595,0.57,0.63425,0.2,0.25
622065,L,L,4,55.1,8.5,0.33,0.175,0.3215,0,0
622065,L,R,2,92.05000000000001,21.5,0.28450000000000003,0,0.2635,0,0
622075,R,L,1,85.4,58,0.034,0,0.044,0,0
622075,R,R,2,72.65,31.5,0.0235,0,0.0205,0,0
622098,R,L,2,86.94999999999999,39.5,0.0115,0,0.016,0,0
622098,R,R,6,87.2,30,0.257,0.475,0.27999999999999997,0.16666666666666666,0
622259,R,L,3,84.4,3,0.271,0.7666666666666666,0.244,0,0
622259,R,R,2,100,20,0.383,0.625,0.453,0.5,0
622491,R,L,13,89.1,17.454545454545453,0.24054545454545453,0.06923076923076923,0.23436363636363636,0,0
622491,R,R,6,65.8,36,0.0505,0,0.0495,0,0
622503,R,L,3,65.13333333333333,-19.666666666666668,0.101,0,0.10466666666666667,0,0
622503,R,R,6,92.025,16.5,0.47225,0.7833333333333333,0.4825,0.5,0
622554,R,L,3,92.05,6.5,0.609,0.8333333333333334,0.5675,0,0
622554,R,R,3,103.65,2,0.54,1.2,1.0385,1,0.5
622772,R,L,1,77.8,8,0.337,0,0.324,0,0
623149,R,L,2,60,62,0.001,0,0,0,0
623149,R,R,1,81.8,51,0.026,0,0.025,0,0
623167,R,L,10,83.425,-3.25,0.37312500000000004,0.375,0.372,0.1,0
623167,R,R,8,94.15,12,0.4866666666666667,0.2875,0.4886666666666667,0,0
623211,R,L,5,82.925,-11.75,0.38575000000000004,0.36,0.368,0,0
623211,R,R,5,86.5,-14.5,0.266,0.32,0.2395,0,0
623352,L,L,1,NA,NA,NA,0,NA,0,NA
623352,L,R,2,98,39,0.134,0,0.269,0,0
623433,R,L,2,99.1,40,0.123,0,0.25,0,0
623433,R,R,1,92.7,36,0.06,0,0.113,0,0
623465,R,R,1,85.3,52,0.029,0,0.035,0,0
623474,R,L,1,101.3,-6,0.243,0,0.219,0,0
623474,R,R,2,82.1,77,0.014,0,0.014,0,0
624522,R,L,2,95.1,31,0.186,0,0.314,0,0
624522,R,R,2,78.8,59,0.04,0.35,0.045,0,0
625643,R,L,2,111.9,29,0.997,1.35,2.022,1.5,1
625643,R,R,3,92.6,-19.5,0.1555,0,0.1545,0,0
628708,R,L,3,NA,NA,NA,0.2333333333333333,NA,0,NA
628708,R,R,2,92.1,22,0.9055,1.45,1.176,1.5,0.5
628711,L,L,4,88.925,19,0.2235,0,0.26475,0,0
628711,L,R,17,94.53,8.9,0.4325,0.3264705882352941,0.4223,0.058823529411764705,0
640448,R,L,2,NA,NA,NA,0.7,NA,0,NA
640448,R,R,4,102.275,32.25,0.4985,0.3125,0.75125,0.25,0.5
640451,R,L,2,100.75,0.5,0.4375,0.45,0.475,0,0.5
640451,R,R,2,87.95,35.5,0.1075,0,0.0965,0,0
640462,L,L,1,82.4,-18,0.051,0,0.046,0,0
640462,L,R,3,104.1,33,0.714,0.6666666666666666,1.393,1,1
641154,R,L,9,88.375,-2,0.31725000000000003,0.29444444444444445,0.3045,0.1111111111111111,0
641154,R,R,12,82.9,7.8,0.2418,0.19166666666666665,0.2394,0,0
641302,L,L,3,70.8,-17,0.049,0,0.044,0,0
641302,L,R,9,90.2,0.75,0.72475,0.32222222222222224,0.82,0.3333333333333333,0.25
641329,R,L,2,95.35,24,0.3125,0.45,0.3065,0,0
641329,R,R,3,99.8,19,0.36,0.8833333333333333,0.411,0.3333333333333333,0
641360,R,R,3,82.15,47.5,0.07400000000000001,0,0.0815,0,0
